antecedents,consequents,support,confidence,lift,conviction
TOILET METAL SIGN,BATHROOM METAL SIGN,0.012222650443208721,0.7449664429530201,32.92171655317689,3.832325404161727
BATHROOM METAL SIGN,TOILET METAL SIGN,0.012222650443208721,0.5401459854014599,32.92171655317689,2.1389245011443987
SET OF 6 TEA TIME BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.010240599019985685,0.6019417475728155,31.148341769700995,2.463646947761665
SET OF 12 MINI LOAF BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.010240599019985685,0.5299145299145299,31.14834176970099,2.091082270149605
WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.01701260804933106,0.7427884615384616,30.18180498193082,3.7921686328527597
WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.01701260804933106,0.6912751677852349,30.18180498193082,3.164942345762647
WOODEN TREE CHRISTMAS SCANDINAVIAN,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.010515883939877773,0.7234848484848485,29.397439156667346,3.5274361018448617
WOODEN HEART CHRISTMAS SCANDINAVIAN,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.010515883939877773,0.4272930648769575,29.397439156667346,1.720714200916699
FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL,0.012608049331057644,0.5902061855670103,29.209577516222367,2.390944061065467
FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.012608049331057644,0.6239782016348774,29.209577516222364,2.602609461662386
"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER","PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.01200242250729505,0.6264367816091955,27.955703352255078,2.61693806936333
"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER","REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",0.01200242250729505,0.5356265356265356,27.955703352255078,2.1121796244298032
SET OF 6 SNACK LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.01057094092385619,0.6881720430107526,27.714565004887586,3.1272670662411453
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 SNACK LOAF BAKING CASES,0.01057094092385619,0.42572062084257206,27.714565004887586,1.7145646129844776
CHRISTMAS CRAFT WHITE FAIRY,CHRISTMAS CRAFT LITTLE FRIENDS,0.01106645377966195,0.6320754716981132,27.663582632416457,2.6558472634561388
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY,0.01106645377966195,0.4843373493975904,27.663582632416457,1.9052996720764872
SET OF 12 MINI LOAF BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.013268733138798656,0.6866096866096867,27.651644651644656,3.111676585265751
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,0.013268733138798656,0.5343680709534369,27.651644651644656,2.106116306567774
FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL,0.010791168859769861,0.620253164556962,27.611907421196324,2.574180109746921
FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT,0.010791168859769861,0.48039215686274506,27.611907421196324,1.8910453451397666
"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER","ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",0.01200242250729505,0.759581881533101,27.26538678712592,4.043543690908495
"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER","PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.01200242250729505,0.4308300395256917,27.265386787125916,1.7291823426134938
SET OF 6 TEA TIME BAKING CASES,SET OF 12 FAIRY CAKE BAKING CASES,0.011451852667510873,0.6731391585760517,27.109149749926445,2.9834387501955604
SET OF 12 FAIRY CAKE BAKING CASES,SET OF 6 TEA TIME BAKING CASES,0.011451852667510873,0.4611973392461197,27.109149749926445,1.8243922377356037
"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.01200242250729505,0.7622377622377622,26.320388736738547,4.0840801111503335
PINK REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",0.01200242250729505,0.4144486692015209,26.320388736738543,1.6809008037604636
CHRISTMAS CRAFT TREE TOP ANGEL,CHRISTMAS CRAFT LITTLE FRIENDS,0.010681054891813027,0.5773809523809524,25.269807802639132,2.312132775732743
CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT TREE TOP ANGEL,0.010681054891813027,0.46746987951807234,25.269807802639132,1.8430898378011287
"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",GREEN REGENCY TEACUP AND SAUCER,0.01200242250729505,0.8971193415637859,24.953106586252748,9.370544513571538
GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.01200242250729505,0.333843797856049,24.953106586252748,1.481065776642043
GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.019985685184165613,0.5558958652373661,24.807706634659166,2.20126707003818
"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,0.019985685184165613,0.8918918918918919,24.807706634659162,8.917442052524361
"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.013764245994604416,0.7183908045977012,24.806334950395527,3.4481829509869253
PINK REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",0.013764245994604416,0.4752851711026616,24.806334950395527,1.8692823521620239
"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,0.019985685184165613,0.7173913043478262,24.77182178872541,3.435987785819863
PINK REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",0.019985685184165613,0.6901140684410647,24.77182178872541,3.1370935789708
GREEN REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.013764245994604416,0.38284839203675347,24.228833953183113,1.5947437111057587
"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",GREEN REGENCY TEACUP AND SAUCER,0.013764245994604416,0.8710801393728222,24.22883395318311,7.477884204746504
"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER","ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.01200242250729505,0.5046296296296297,23.68368982677768,1.9756792205165994
"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER","PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",0.01200242250729505,0.5633074935400516,23.683689826777677,2.235475462665989
IVORY DINER WALL CLOCK,RED DINER WALL CLOCK,0.010460826955899356,0.5026455026455027,22.881078357268834,1.9664691253319528
RED DINER WALL CLOCK,IVORY DINER WALL CLOCK,0.010460826955899356,0.47619047619047616,22.881078357268834,1.8693597873799381
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.02378461707867643,0.66156202143951,22.844013299250612,2.869181616547788
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.02378461707867643,0.8212927756653993,22.84401329925061,5.394565289968735
"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",PINK REGENCY TEACUP AND SAUCER,0.013378847106755493,0.627906976744186,21.68189052966664,2.6096700710235092
PINK REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.013378847106755493,0.4619771863117871,21.681890529666635,1.819054735785814
"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,0.01200242250729505,0.872,21.57784196185286,7.496782607498761
ROSES REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",0.01200242250729505,0.2970027247956403,21.57784196185286,1.4029012469766675
"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",ROSES REGENCY TEACUP AND SAUCER,0.013378847106755493,0.8466898954703833,20.951537563254185,6.259131951569876
ROSES REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.013378847106755493,0.3310626702997275,20.951537563254185,1.4712867736641027
"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,0.019985685184165613,0.8402777777777778,20.792868225855283,6.007856392235529
ROSES REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",0.019985685184165613,0.4945504087193461,20.792868225855283,1.9313802993645595
"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",GREEN REGENCY TEACUP AND SAUCER,0.015746297417827453,0.7390180878552972,20.55556742682353,3.6939256883349523
GREEN REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.015746297417827453,0.437978560490046,20.55556742682353,1.7413800940649324
"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,0.015746297417827453,0.8218390804597702,20.33659839017821,5.3860755559423374
ROSES REGENCY TEACUP AND SAUCER,"REGENCY CAKESTAND 3 TIER, GREEN REGENCY TEACUP AND SAUCER",0.015746297417827453,0.38964577656675753,20.33659839017821,1.6070015278313057
JUMBO BAG VINTAGE CHRISTMAS,JUMBO BAG 50'S CHRISTMAS,0.013323790122777074,0.6368421052631579,19.97748386510317,2.665843205688902
JUMBO BAG 50'S CHRISTMAS,JUMBO BAG VINTAGE CHRISTMAS,0.013323790122777074,0.4179620034542314,19.97748386510317,1.682155377997236
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,0.013213676154820239,0.5128205128205128,19.692090854881553,1.9991770429763225
HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.013213676154820239,0.507399577167019,19.692090854881553,1.9777354755304786
SWEETHEART CERAMIC TRINKET BOX,STRAWBERRY CERAMIC TRINKET BOX,0.011176567747618785,0.5398936170212766,19.690939289071178,2.1138190165549666
STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,0.011176567747618785,0.4076305220883534,19.690939289071174,1.6531887792000313
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.027858833893079336,0.774885145482389,19.17471239427334,4.262660390919567
ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.027858833893079336,0.6893732970027248,19.17471239427334,3.103557357303405
PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,0.02240819247921599,0.7737642585551332,19.14697578765243,4.241541003341823
ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.02240819247921599,0.5544959128065395,19.14697578765243,2.179643362072406
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN,0.015415955513956945,0.5982905982905983,19.131605874563622,2.411513469632559
HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.015415955513956945,0.4929577464788733,19.131605874563622,1.9214046260101427
JUMBO BAG DOILEY PATTERNS,LUNCH BAG DOILEY PATTERN,0.011672080603424544,0.47111111111111115,18.68295002426007,1.8430788050506226
LUNCH BAG DOILEY PATTERN,JUMBO BAG DOILEY PATTERNS,0.011672080603424544,0.462882096069869,18.68295002426007,1.8156616081384067
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,0.02262842041512966,0.6884422110552764,18.17467424330957,3.0880973904765625
SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,0.02262842041512966,0.5973837209302325,18.174674243309568,2.402115937287511
HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,0.014700214722237516,0.5644820295983087,18.05050546407409,2.224311507070012
HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,0.014700214722237516,0.4700704225352113,18.05050546407409,1.8379008985263203
IVORY KITCHEN SCALES,RED KITCHEN SCALES,0.01343390409073391,0.41924398625429554,17.917008287851225,1.6816025296240784
RED KITCHEN SCALES,IVORY KITCHEN SCALES,0.01343390409073391,0.5741176470588235,17.91700828785122,2.2728268232759024
SET/6 RED SPOTTY PAPER PLATES,SET/20 RED RETROSPOT PAPER NAPKINS,0.012167593459230304,0.699367088607595,17.840736559522117,3.195922305902399
SET/20 RED RETROSPOT PAPER NAPKINS,SET/6 RED SPOTTY PAPER PLATES,0.012167593459230304,0.3103932584269663,17.840736559522117,1.424872951243845
ROUND SNACK BOXES SET OF 4 FRUITS,ROUND SNACK BOXES SET OF4 WOODLAND,0.014314815834388593,0.5752212389380531,17.82891358845027,2.2782132632274408
ROUND SNACK BOXES SET OF4 WOODLAND,ROUND SNACK BOXES SET OF 4 FRUITS,0.014314815834388593,0.4436860068259386,17.82891358845027,1.7528127194468361
PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX,0.012828277266971316,0.5154867256637168,17.76619620157512,2.004042037389977
PINK CREAM FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX,0.012828277266971316,0.44212523719165087,17.76619620157512,1.7479088645864116
BLUE HARMONICA IN BOX,RED  HARMONICA IN BOX,0.014535043770302262,0.5279999999999999,17.759377777777775,2.05565514544842
RED  HARMONICA IN BOX,BLUE HARMONICA IN BOX,0.014535043770302262,0.4888888888888889,17.759377777777775,1.9026616461080699
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.02538126961405054,0.7305863708399366,17.71647563893961,3.5587001369947306
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.02538126961405054,0.6154873164218958,17.71647563893961,2.5103438308649446
PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN CIRCUS PARADE,0.011617023619446127,0.48729792147806006,17.666251792027953,1.8966501049306754
PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN STRONGMAN,0.011617023619446127,0.42115768463073855,17.666251792027953,1.6864011148089997
HAND WARMER RED RETROSPOT,HAND WARMER OWL DESIGN,0.010295656003964104,0.5516224188790562,17.639292243134328,2.160517550138078
HAND WARMER OWL DESIGN,HAND WARMER RED RETROSPOT,0.010295656003964104,0.3292253521126761,17.639292243134328,1.462988628926477
LARGE WHITE HEART OF WICKER,SMALL WHITE HEART OF WICKER,0.015415955513956945,0.5555555555555556,17.48796456768727,2.1785222705500193
SMALL WHITE HEART OF WICKER,LARGE WHITE HEART OF WICKER,0.015415955513956945,0.48526863084922006,17.48796456768727,1.888851813478802
SET OF 3 BUTTERFLY COOKIE CUTTERS,SET OF 3 HEART COOKIE CUTTERS,0.013103562186863404,0.49072164948453606,17.476426116838486,1.9084277530888196
SET OF 3 HEART COOKIE CUTTERS,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.013103562186863404,0.4666666666666667,17.476426116838486,1.8249325551946265
HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN,0.01106645377966195,0.5461956521739131,17.465759912737298,2.1346812513826063
HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART,0.01106645377966195,0.35387323943661975,17.465759912737294,1.5163263459969898
JUMBO BAG PEARS,JUMBO BAG APPLES,0.01695755106535264,0.6666666666666667,17.175413711583925,2.8835544788856473
JUMBO BAG APPLES,JUMBO BAG PEARS,0.01695755106535264,0.4368794326241135,17.175413711583925,1.7306483368977066
SET/6 RED SPOTTY PAPER CUPS,SET/20 RED RETROSPOT PAPER NAPKINS,0.010240599019985685,0.6690647482014388,17.067728962897096,2.9032852262961724
SET/20 RED RETROSPOT PAPER NAPKINS,SET/6 RED SPOTTY PAPER CUPS,0.010240599019985685,0.26123595505617975,17.067728962897096,1.332893993952943
"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.",0.010460826955899356,0.423162583518931,16.892092317482074,1.6901626774445142
"LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.","LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",0.010460826955899356,0.41758241758241754,16.89209231748207,1.6745363526721855
HAND WARMER UNION JACK,HAND WARMER SCOTTY DOG DESIGN,0.010460826955899356,0.43083900226757366,16.720788030311837,1.711700793588296
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER UNION JACK,0.010460826955899356,0.405982905982906,16.720788030311837,1.6425787740671307
"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE RED,0.011672080603424544,0.7794117647058824,16.557258341933267,4.319932463432987
ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE GREEN",0.011672080603424544,0.247953216374269,16.557258341933263,1.3097915206935913
"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE RED,0.01436987281836701,0.7744807121661722,16.452506637513668,4.225475735807615
ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE GREEN",0.01436987281836701,0.30526315789473685,16.452506637513668,1.4126871311807723
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.017618234873093653,0.6639004149377594,16.450782041629637,2.8552347976451933
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.017618234873093653,0.43656207366984995,16.450782041629637,1.7277192184467822
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.012993448218906568,0.5303370786516853,16.271135742484052,2.0597884600034715
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.012993448218906568,0.3986486486486486,16.271135742484052,1.6221791801705776
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE","LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",0.010460826955899356,0.4556354916067146,16.226877321672074,1.785423045010176
"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT","LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",0.010460826955899356,0.37254901960784315,16.226877321672074,1.5571594725540936
"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE","LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",0.010460826955899356,0.4513064133016627,16.135981072437204,1.771537112339843
"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE",0.010460826955899356,0.37401574803149606,16.135981072437204,1.560456204246867
CHARLOTTE BAG PINK POLKADOT,STRAWBERRY CHARLOTTE BAG,0.011396795683532456,0.4294605809128631,16.04998463193484,1.7058283323239554
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.011396795683532456,0.4259259259259259,16.049984631934837,1.6957089297099914
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,0.01646203820954688,0.7257281553398058,15.996845249316618,3.480608978965796
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,0.01646203820954688,0.3628640776699029,15.996845249316618,1.5339215516631142
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,0.015911468369762705,0.5061295971978984,15.95977755886359,1.9606098517639514
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SPACEBOY,0.015911468369762705,0.501736111111111,15.959777558863589,1.9438744884928023
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE IVORY",ALARM CLOCK BAKELIKE GREEN,0.011672080603424544,0.686084142394822,15.955629037537966,3.0485892073553855
ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE IVORY",0.011672080603424544,0.2714468629961588,15.955629037537966,1.349232255032465
ALARM CLOCK BAKELIKE IVORY,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",0.011672080603424544,0.45986984815618226,15.940106969581562,1.7979928302097894
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE IVORY,0.011672080603424544,0.40458015267175573,15.940106969581562,1.6368596625712741
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE PINK",ALARM CLOCK BAKELIKE GREEN,0.01436987281836701,0.6850393700787402,15.931331726940023,3.0384765732533174
ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE PINK",0.01436987281836701,0.33418693982074266,15.931331726940023,1.4704176707507655
PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN WOODLAND ANIMALS,0.013764245994604416,0.49900199600798406,15.735023009536484,1.9327166366192996
PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN CIRCUS PARADE,0.013764245994604416,0.4340277777777778,15.735023009536484,1.7181345883173134
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE GREEN,0.011396795683532456,0.6634615384615384,15.429515906628582,2.8436586152382
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE CHOCOLATE,0.011396795683532456,0.26504481434058896,15.42951590662858,1.3372546247386952
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK,0.012663106315036062,0.49891540130151846,15.25555628592505,1.9304048738062944
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE IVORY,0.012663106315036062,0.38720538720538716,15.25555628592505,1.5904492468386096
PLASTERS IN TIN CIRCUS PARADE,PLASTERS IN TIN SPACEBOY,0.013213676154820239,0.47904191616766467,15.237895487483875,1.8591946112502302
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN CIRCUS PARADE,0.013213676154820239,0.42031523642732044,15.237895487483874,1.6774918233725378
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE PINK,0.01436987281836701,0.49809160305343514,15.230366643534582,1.92723643876355
